地名名稱,漢語拼音,通用拼音,地名別稱,所屬縣市,所屬鄉鎮市區,所屬村里,地名意義,地名年代時間(起),地名年代時間(迄),地名類型,語言別,命名族群,相關位置與面積描述,地名沿革與文獻歷史簡述,地名相關事項訪談內容,普查使用之地圖與文獻,X坐標,Y坐標
外埔,Waipu,Waipu,,新北市,五股區,成德里,今獅子頭附近，昔為農地有山坡地等為穀物晒暴之處。,1900,迄今,聚落,,,,本村前清光緒屬洲子庄，居民稱外埔，茸因農耕地有，角瓜類等作物，亦作為晒穀之地，交通有三重客運及指南客運公車可行駛淡水，八里，台北，板橋等地。,,,,
山腳,Shanjiao,Shanjiao,,新北市,萬里區,龜吼里,山腳於鎮北宮的下腳，位居大山在之下，故名之。,,迄今,聚落,,,,,,,,
古道,Gudao,Gudao,,新北市,三芝區,店子里,採筍或是古代交通要道,,,聚落,,,,大屯溪古道-三板橋沿溪而上，至源頭轉竹子山方向，經過電台轉播站至大屯鞍部管制站出口與101甲線接面天古道，也有步道通竹子湖菜公坑古道-頂蘇厝往坑內直上菜公坑山下方可達大屯自然公園大溪橋(興華村)至百六甲古道(頂、下百六甲屬淡水鎮)-清朝時代買賣必經之路，後來有車埕，下段較少用；但早期較為節儉，坐車到大溪橋下車後走古道；往車埕、頂百六甲、下百六甲、菜公坑，現在尚有部份路段存在。,,淡水鄉土研究會,,
淡水港仔,Danshuigangzi,Danshueigangzih,,新北市,萬里區,龜吼里,淡水港仔:地名起源於此處以前有人挖井，水是淡水，故稱之。,,迄今,聚落,,,,,,,,
西瓜埔,Xiguapu,Siguapu,,新北市,五股區,成德里,乾隆五十年屬八里坌社與直山下因地多植西瓜故名。,1791,迄今,聚落,,,,成子寮坑口通淩雲路上觀音山右側坑溪昔稱西瓜埔，日治前為原住民地種植西瓜故稱，自清代迄今皆為農作地產物以米為主宗，並有柑桔，竹筍等產物。,,,,
福隆山小段,Fulongshanxiaoduan,Fulongshansiaoduan,,新北市,五股區,觀音里,原為福隆山，因明治29年(1896年)地籍普查稱段或小段故名。,1896,迄今,聚落,,,,因日據時明治29年(1896年)全省地籍普查稱段或小段，所以福隆山地皆以福隆山小段稱之。<br>農業有茶葉，柑桔尤以觀音山竹筍為最。,,,294092.023,2778732.887
中坑,Zhongkeng,Jhongkeng,,新北市,五股區,觀音里,因處中直坑簡稱中坑,1740,迄今,聚落,,,,觀音山昔諸山羅大小不一，坑道亦多，中坑在今中直一帶。<br>地多柑桔，茶葉之屬尤以觀山筍最有名其次為觀山石。,,,292951.6885,2778352.179
後店,Houdian,Houdian,店子,新北市,三芝區,店子里,,,,聚落,,,,乾隆末年，同安人盧姓由淡水竿蓁林來闢，人口漸增，由於地點位於北投淡水翻越大屯山地的道路會合處，故形成小型市街，稱店子街或後店。,,三芝鄉誌,302066.9593,2790653.339
牛磨石,Niumoshi,Nioumoshih,,新北市,五股區,觀音里,相傳有石因耕牛休憩而磨角而名。,1740,迄今,聚落,,,,觀音山週圍廣闊牛磨石因牛磨角而名，在今牛港巷路。<br>昔以茶葉，柑桔今已盛產竹筍亦有觀音山石作石雕用品。,,,,
下社,Xiashe,Siashe,下寮,新北市,萬里區,大鵬里,,,迄今,聚落,,,,,以前舊居民(平埔族)在此地搭寮而住下來而名叫下寮，而後公家機關卻將下寮改名為下社，但原因不詳。,萬里鄉志,315153.5792,2790109.528
店子溪底,Dianzixidi,Dianzihsidi,,新北市,三芝區,店子里,,,,聚落,,,,龜仔山橋下與頂店子台地間的凹地，大屯溪主流與南支流在此會合，現住戶5，6戶而已，人口外流嚴重。,,淡水鄉土研究會,,
直坑,Zhikeng,Jhihkeng,,新北市,五股區,觀音里,直坑在觀音山牛港路因道路平直而名。,1734,迄今,聚落,,,,觀音坑直坑在昔名牛港路因道路平直而名，在今觀音村牛港路。<br>路之兩旁皆竹林以生產竹筍為主，昔因山地故茶葉及柑桔即為農家附產品，並可在山坡地種植菜蔬。,,,292180.2799,2778844.392
車埕,Checheng,Checheng,,新北市,三芝區,興華里,,,,聚落,,,,車埕為清代時朝，人力車、牛車聚集此處而得名，在北投往店子道路上，當時百六甲、三板橋、圓山頂地區貨物在此集散，乾隆中葉，客家人許姓所闢，道光年間店子莊興起，此地居上勢，又稱頂店，閩粵分類械鬥，許姓棄家遷往新竹關西。,,淡水鄉土研究會、三芝鄉志,300313.087,2788159.697
坑口,Kengkou,Kengkou,,新北市,五股區,集賢里,昔今因處觀音坑與成子寮，處進入觀音坑的入口處。,1901,迄今,聚落,,,,清代稱觀音坑口，內岩路後稱坑口，五股亦有坑口之名，當地人沿襲至今仍稱坑口，坑口附近為平原農田多而住戶少，農產以稻米為主，山坡地以種植柑桔，茶葉。,,,294097.7179,2777535.037
崩山段,Bengshanduan,Bengshanduan,,新北市,五股區,觀音里,明治29年(1896年)日政府行地籍登記，故以段，小段稱之。,1896,迄今,聚落,,,,崩山為觀音山十八羅漢峰之一，日政府於明治29年(1896年)實施全台土地登記，皆以段及小段稱之，今仍然循例行之。<br>此處多林木及竹林盛產觀音山竹筍。,,,292242.594,2779897.714
興華,Xinghua,Singhua,,新北市,三芝區,興華里,,,,聚落,,,,興華村是由前田心子村與車埕村合併而成，當初因人口外流嚴重，所以取名興華。,,淡水鄉土研究會,,
田仔埔,Tianzipu,Tianzihpu,,新北市,五股區,觀音里,原為賊仔埔，居民以名不雅，田仔埔稱之。,1734,迄今,聚落,,,,今觀音山凌雲路甲子園餐廳範圍，即昔有名的賊窩居民稱之為賊仔埔，乾隆年間以後因不雅而改今名田子埔。<br>山上為竹林盛產竹筍昔曾大量出產茶葉及柑桔近以觀音山竹筍而名聞於世。,,,294110.0702,2779270.702
大埔,Dapu,Dapu,,新北市,萬里區,大鵬里,埔者，指平曠之地，本地地名起源於地處海邊平曠之地，且因範圍大，故得名。,,迄今,聚落,,,,,,萬里鄉志,315112.0348,2789585.612
田心仔,Tianxinzi,Tiansinzih,,新北市,三芝區,興華里,,,,聚落,,,,田心之由來係乾隆中葉同安人王姓所闢，王姓族人在墾地中央建屋而居，故稱之為田心子莊。,,三芝鄉志,300469.147,2788478.956
坑口段,Kengkouduan,Kengkouduan,,新北市,五股區,集賢里,因處凌雲路成子寮交界，故稱坑口，坑口段為日治後地目之專有名詞。,1905,迄今,聚落,,,,觀音坑口即今成子寮凌雲路交界處由於明治34年(1901年)辨理土地登記即以土地段落稱某某段，本地名稱坑口，地籍稱坑口段，平地主要為農耕山坡地故多農田種稻，並有竹筍大量生產，日治前有近郊自動車公司行駛，迄民國六十年三重客運行駛觀音山，八里，淡水，台北及指南客運行駛台北新莊及淡水。,,,294020.267,2777501.594
猴洞孔,Houdongkong,Houdongkong,潮音洞，一線天,新北市,五股區,觀音里,相傳昔有猿類出沒因以為名，今稱潮音洞,1739,迄今,聚落,,,,又名潮音洞每逢雨季即水聲飛瀑流下蔚為奇觀。<br>地多竹筍產物為居民副業之一。<br>交通可通行小汽車。,,,,
頂社,Dingshe,Dingshe,頂寮,新北市,萬里區,大鵬里,,,迄今,聚落,,,,乾隆末，漳州陳姓所闢。,地沿海岸，漁舍密集，以居上勢，對下寮而言，故日頂寮，後公家機關改名頂社，原因不詳。,,315962.2809,2789435.297
萬里加投,Wanlijiatou,Wanlijiatou,,新北市,萬里區,大鵬里,,,迄今,聚落,,,,與下萬里加投應屬同一地名。,,,315031.3437,2789773.784
磺窟仔,Huangkuzi,Huangkuzih,,新北市,萬里區,大鵬里,,,迄今,聚落,,,,,不斷地會有溫泉冒出，屬大屯山火山溫泉。,,,
?人坑,Tairenkeng,Tairenkeng,,新北市,三芝區,圓山里,,,,聚落,,,,清廷割台時，淡水地區抗日首領簡大獅、盧野、黃清華、陳昌、蔡百、蔡池等徒家，活動於小基隆、二坪頂、八連溪頭等地，1895年蜂起抗日，日軍於土地公埔、員山仔頂、八連溪頭，設三守備隊，雙方曾在此激烈交戰。,此處現有區公所野犬收容所設置，附近有一有應公廟，係當時開闢道路(青山路)，拾獲眾多白骨，供奉而建，亦有為於二坪頂，中坪附近坑溝處。,,,
蓬萊坑小段,Penglaikengxiaoduan,Penglaikengsiaoduan,,新北市,五股區,德音里,日治時代以蓬萊坑之聚落取用之地籍名稱。,1940,迄今,聚落,,,,蓬萊坑小段乃於日治時代，清查地籍，依當時聚落名稱蓬萊坑(r401編號)以山脊及溪溪為界並立籍為蓬坑小段，蓬萊坑小段屬於石土地公段之公段，林口台地地形蓬萊坑溪(水系)。,,"加里珍文化藝術社出版五股鄉地籍圖,台北縣志",294014.18,2774764.646
員潭仔口,Yuantanzaikou,Yuantanzaikou,,新北市,萬里區,大鵬里,地名起源於磺潭村出入至大鵬村口大馬路之口而名。,,迄今,聚落,,,,,,萬里鄉志,,
瞌仔頭,Kezitou,Kezihtou,崙仔頭,新北市,萬里區,大鵬里,Kam仔頭即覆頭的意思，地形狀喪葬婦女覆頭而名。崙仔頭則是半圓形土丘的意思(~洪敏麟),,迄今,聚落,,,在頂寮，也有人稱做崙仔頭。,,,萬里鄉志,,
木屐寮,Mujiliao,Mujiliao,,新北市,三芝區,圓山里,,,,聚落,,,,乾隆末年，永定客家人江姓所拓墾，因地早年有人建寮製造木屐而得名，當地種植「gan bou」及白匏樹，以作木履。,,,303815.5313,2790563.45
外坑仔,Waikengzi,Waikengzih,,新北市,三芝區,圓山里,因地勢命名,,,聚落,,,,,為現今與八賢里交界隧道至龍巖建設白沙灣安樂園入口一帶。,,,
石土地公埔,Shitudigongpu,Shihtudigongpu,,新北市,五股區,德音里,該區為地形較為屬山埔地形又因於區內有座石土地公乃取名石土地公埔。,,1818,聚落,,,,石土地公埔座落於德音村，因該處地勢突起為屬山地之埔地，該處於1818年在蓬萊坑溪畔設立石土地公乙座，巴人乃稱該區域為石土地公埔，地形：林口台地地形，水系：蓬萊坑溪。,名土地公埔即今蓬萊坑德音村所暨中油油屬範圍，自清末迄民初於日治光復迄今故老言初以木造雕刻福德神像，因年久始改為石雕迄今有百餘年之久，居民奉為上天派邊為地上神祇，現址由屬內大葉楠樹下於雍正年間190年前以四塊石頭拼建。,,,
竿尾崙,Ganweilun,Ganweilun,,新北市,三芝區,圓山里,,,,聚落,,,,道光初年，同安人洪姓人士來此開拓種茶，以高坡多生菅草，土名「竿尾」，乃以名莊。竿與管為諧音字。,現台北鄉城(藝術村)一帶，至今仍有茶樹，採收茶仔。,,303275.3265,2788298.162
鶯仔鼻,Yingzibi,Yingzihbi,,新北市,三芝區,圓山里,,,,聚落,,,,圓山里與石門區交界之延伸丘陵，稱鶯仔鼻，形狀突出似鳥嘴，前有北星真武寶殿，山中常起霧，故須待放晴之日，始觀其貌。,,,,
石土地公段,Shitudigongduan,Shihtudigongduan,,新北市,五股區,德音里,日治時代地籍設立取石土地公埔，區為大段之地籍名稱。,1945,迄今,聚落,,,,石土地公段為地籍之名稱取自於石土地公埔聚落之名稱，日治時代設立地籍「大小字段」，沿用聚落名稱設立之。,,台北縣志,,
埔頂,Puding,Puding,,新北市,萬里區,大鵬里,,,迄今,聚落,,,,,因位於大埔之上端，地勢較高，故有此稱。,萬里鄉志,,
外寮,Wailiao,Wailiao,,新北市,五股區,德音里,,清末,迄今,聚落,,,,自今?林路蓬萊路以及五股皆可直達外寮，範圍很廣，清時亦稱外寮，屬林口台地，即林口台地與五股主水碓，德音蓬萊坑柑仔坑以冷水坑靠山坡迄上面因處山丘陵農作之餘皆搭寮以作憩息之所，故稱外寮地籍亦以外寮稱之，地形：林口台地。,,,292619.678,2774241.499
圓窗,Yuanchuang,Yuanchuang,,新北市,三芝區,新庄里,江氏古厝，為一四合院建築，四正身有圓形窗戶而稱之，現已倒塌。,,,聚落,,,,依據李柱先生的說法是此一建築為較早屋瓦式，一般為茅草搭建，且為地方大戶，而四合院正身為圓型窗戶，故稱之。<br>1821年建(三芝鄉志),姓氏：江<br>福建永定高頭鄉,,301242.33,2796233.456
紅公寮仔,Honggongliaozai,Honggongliaozai,,新北市,萬里區,大鵬里,,,迄今,聚落,,,,,據當地居民傳說，以前這裏有一間宿舍，住有日本人，姓氏紅公，故有此稱。但據考證本地地名起緣應是本地以前有臨時性的小廟建在這裡而有此稱，因為漳州與同安地方人所說的紅頭師公治陽道士居住之簡屋。,萬里鄉志,,
外寮小段,Wailiaoxiaoduan,Wailiaosiaoduan,,新北市,五股區,德音里,地籍名稱取自外寮聚落之意。,,,聚落,,,,日治時代理地政設地籍字段以外寮聚落名稱沿用，該地段屬石土地公段之分段。,本地自清末以來便以外寮稱之，日治後基於地政之方便與管理，即以原地名附上段，小段名之。,"台北縣志,五股鄉地籍圖",,
大尖,Dajian,Dajian,,新北市,五股區,觀音里,因係觀音山主峰故稱大尖612公尺。,1739,迄今,聚落,,,,本山即今凌雲禪寺背後高聳入雲之峰，海拔612M，故稱大尖，為一死火山形態，亦即有名硬漢嶺可眺望大海及台北盆地為名勝之一，步行頂峰約需4~50分鐘。<br>兩旁樹林濃密亦出產竹筍為全省八景之一稱之為「盆嶺吐霧」。,,,,
蠶仔厝,Canzaicuo,Canzaicuo,,新北市,三芝區,新庄里,原有養蠶家屋，日據時已無使用，年代久遠，現亦稱之，但無任何遺跡。,,,聚落,,,新庄子111號,,,,,
陽光別墅,Yangguang Villa,Yangguang Villa,大崙kou,新北市,三芝區,新庄里,,,,聚落,,,新庄子111號與112號之間的山坡地,原為江文養茶園山坡地，賣給陽光別墅的老闆蓄別墅。,,,302951.244,2792148.256
跋死猴,Basihou,Basihhou,,新北市,五股區,觀音里,因山勢峭陡形容如猴爬山亦有摔倒之慮。,1739,迄今,聚落,,,,跋死猴(台語摔死之意)在今福隆山屬觀音山4鄰至5鄰地多樹木地勢險要。,,,,
牛港稜,Niugangleng,Niougangleng,牛港嶺,新北市,五股區,觀音里,因昔居民飼養牛隻而名牛港稜。,1739,迄今,聚落,,,,屬觀音山的一部，昔居民以農為業牛隻群集而名四周皆森林。<br>並有竹林盛產有名觀音山竹筍並有柑桔，茶葉。,,,,
三合,Sanhe,Sanhe,,新北市,五股區,觀音里,今崩山附近，昔稱三合。,1739,迄今,聚落,,,,三合在今崩山附近與梅仔埔相鄰，由於地勢類多竹林因而竹筍出產多，昔因地形亦產茶葉，今已有道路可通行車輛。,,,,
八角樓,Bajiaolou,Bajiaolou,,新北市,五股區,觀音里,因樓成八角形故名，在今愛瓜園畔。,1930,迄今,聚落,,,,日治時有居民建八角樓，因建成八角形小樓故稱八角樓，在今愛瓜園傍。<br>附近因多竹，昔時盛茶葉柑桔今已出產多量竹筍等。<br>凌雲路開闢後已，已可通往台北市今由三重客運行駛。,,,,
梅仔埔,Meizaipu,Meizaipu,,新北市,五股區,觀音里,梅仔埔顧名思義稱之為水草梅之意。,1739,迄今,聚落,,,,觀音坑近崩山巷昔盛產小草梅(俗稱梅子)故稱，但亦盛產竹筍因盛。產綠竹，昔因梯田形狀，斯以亦產茶葉及柑桔之類,,,,
大坑,Dakeng,Dakeng,,新北市,五股區,德音里,大坑谷之名也,清末,,聚落,,,,大坑乃位於外寮路中段，介於蓬萊坑與外寮之山窩，因地形為坑谷，當地人稱之大坑。,大坑亦為林口台地之範圍內，由林口外寮延伸接五股蓬萊坑上游交界處，故名。,,,
樹貝林,Shubeilin,Shubeilin,松柏仔林,新北市,五股區,觀音里,昔日該地有一片松樹林故名。,1876,迄今,聚落,,,,在今觀音村中直坑柚仔下左轉處，昔日植有一片松柏，居民以松柏仔林稱之。<br>附近有一片水田及山林出產竹筍。,,,,
新?,Xinbu,Sinbu,,新北市,永和區,新?里,?是用來榨甘蔗汁的機器，使用人工和牛力來拖引機器。,紀元1850,,聚落,,,包括現在新?;里、頂溪里。（現在文化路144巷中段及人小學現址）,新?是晚於舊?，所設立榨蔗煮糖的地方，所以叫新?，為陳姓人家所設立的。陳姓一支來台已有二百多年歷史，祖籍為福建泉州同安人，一世祖來台定居於牛罵頭（今台中清水），至四世祖陳後昆，始北遷至永和，時間約在16年前。後來籌設蔗?，是為新?地名之由來；八世孫有陳新墻、陳根塗等地方知名人士。,,台北縣鄉土史料,,
番仔園,Fanziyuan,Fanzihyuan,,新北市,永和區,保安里,相傳龜崙蘭溪洲地區，曾是平埔族的社址與耕地，「番仔園」之命名跟平埔族有直接的關係。,n,長輩還在用,聚落,,,其範圍約今之環河西路以南、保生路上、中山路以北、瓦?溝以東。,番仔園，舊圖上有房子、水井，可能就是以前平埔族遺留下來的地方。根據耆老口述得知，此地區有一小聚落，但很久以前就荒廢了，人群不知遷徙何處。,據耆老郭先生口述：此地舊時有十餘戶人家，附近有林厝，屋主人稱「番仔林」，又稱「歪頭」。,耆老口述,,
撚寶仁,Nianbaoren,Nianbaoren,,新北市,永和區,中溪里,"撚意捻轉,寶仁指賭具，故撚寶仁指形狀如轉盤的高地。",清/日,,聚落,,,仁愛路186巷內一帶周圍土地。,撚寶仁，可能是因地形像轉盤的高地，因而得名。位於中溪里，林阿在先生就住在當地。,,耆老口述,,
窟仔墘,Kuziqian,Kuzihcian,,新北市,永和區,中溪里,在王厝門口，有一處低地水潭。墘意側邊。,n,光復初年,聚落,,,仁愛路中和農會仁愛分部一帶。,下溪洲王厝門前，有一口湖叫窟仔墘，也叫菁仔湖。以前永和地區亦曾種植大菁作為染料，大菁需經浸漬處理；採收後的大菁，即浸泡於此水窟中，所以也叫做菁仔窟。,,耆老口述,,
內坑,Neikeng,Neikeng,,新北市,金山區,清泉里,位於山腳的河谷平原內。,,,聚落,,,,,,,312699.695,2792058.081
集和園,Jiheyuan,Jiheyuan,,新北市,汐止區,白雲里,,,迄今,聚落,,,,,,水返腳人文影像,,
隘寮埔,Ailiaopu,Ailiaopu,,新北市,深坑區,阿柔里,隘寮之埔地,清中,迄今,聚落,閩南語,安溪人,梗腳坑之鄰，約3甲地,古早時陳高吳墾號在開墾此地時，常有出草獵頭之危，所以選了此地做為建立隘寮之地，後來此地就稱之為隘寮埔了。,現在隘寮埔已經開發成高爾夫球練習場，以前這裡都是水稻田，農民放養吳郭魚，收入很豐富。,深坑鄉志、台灣舊地名沿革,,
廖厝,Liaocuo,Liaocuo,,新北市,汐止區,白雲里,,,,聚落,,,,,,水返腳人文影像,313996.577,2776460.483
蔡厝,Caicuo,Caicuo,,新北市,汐止區,白雲里,,,,聚落,,,,,,水返腳人文影像,,
李厝,Licuo,Licuo,,新北市,汐止區,白雲里,,,,聚落,,,,,,水返腳人文影像,313563.5335,2771521.841
楊厝,Yangcuo,Yangcuo,,新北市,汐止區,白雲里,,,,聚落,,,,,,水返腳人文影像,,
郭家土埆古厝,Guojiatuquegucuo,Guojiatucyuegucuo,,新北市,汐止區,白雲里,,,,聚落,,,,為目前白雲社區內保留較完整的土埆厝。,,水返腳人文影像,,
陳定國故居,Chendingguoguju,Chendingguogujyu,,新北市,汐止區,江北里,,大正十年,迄今,聚落,,,,"日據時期汐止首任街長,位於定國山麓,汐止巿內著名的傳統合院建築之一。","陳定國之父為清朝派任駐台官吏,因此陳定國故居有三階。目前雜草遍生,但堂號(外門:垂遠堂、內門:崇德堂)雕刻,各類裝飾仍清晰可見,門兩旁仍保有兩座石獅,莊嚴富麗。故居旁,陳家第三代成立奧美佳馬術俱樂部。",水返腳人文影像,316444.291,2774135.386
溝仔口,Gouzaikou,Gouzaikou,,新北市,汐止區,鄉長里,鄉長溪的溪口,清末,50年,聚落,,,,位於鄉長溪與基隆河交口,"因基隆河施工,景觀已不復見。",別為我哭泣-水返腳,,
埤仔頂,Bizaiding,Bizaiding,,新北市,汐止區,鄉長里,,n,迄今,聚落,,,,,"大埤旁的山。埤仔頂有一土地公廟,稱為埤仔頂土地公廟,原本以石頭雕刻,後才將土地公塑金身。埤仔頂上住有王姓聚落。",別為我哭泣-水返腳,,
山腳古井仔頭,Shanjiaogujingzaitou,Shanjiaogujingzaitou,,新北市,汐止區,鄉長里,,n,迄今,聚落,,,,,"1.旁有涼亭,古井尚在,已無使用。相較港邊古井仔頭之下,山腳古井仔頭比較有人稱呼。3.位於長江街347號前。",,317364.551,2775120.552
川口,Chuankou,Chuankou,北港口,新北市,汐止區,拱北里,在北港地方出入口的聚落,清末,迄今,聚落,,,"汐止拱北里。25度05分-121度38分大散村,在汐止街西北2公里,基隆河北岸支流北港溪下游谷地。","產煤,通台車道。北港溪分北港溪與叭嗹港溪的所在。","1.指八連港溪與路之交叉口。2.汐萬路二段頭與一段尾為川口。3.定位:314573 t67 2775651。4.日據時船可到此,煤礦由鮕鯰坑運出,煤會在此(川口)轉運出港。","別為我哭泣-水返腳,台北界鄉土史料,大全圖",315554.0477,2775333.784
樓仔腳,Louzaijiao,Louzaijiao,,新北市,五股區,德音里,清末本鄉林知義香榭興建之二樓豪宅。,,,聚落,,,,前清秀才林知義生於1874年明治十三年，光緒十七年(1891年)進秀才，樓仔腳為其居處，即今指南客運建站正對面，因紅磚自牆為二層建築本地人稱為樓仔腳茨另憲兵學校，右山腹另建紅柱二層花園大樓即為正式家居宴客讀書處今已改建大樓舊宅不復存焉。,,五股志,,
賊仔埔,Zeizaipu,Zeizaipu,,新北市,五股區,觀音里,原為觀音坑地，昔以土匪出入居民以賊仔埔稱之。,1685,1734,聚落,,,,清代山高皇帝遠，觀音山曾是有名的賊窩故以賊仔埔稱之，地點在今凌雲路甲子園餐廳旁一帶，當地有竹林間以出產竹筍而聞名乾隆以後改稱。,,,,
磺港,Huang Harbor,Huang Harbor,,新北市,金山區,磺港里,以地當磺溪入海之口，且為港灣，故名。,n,,聚落,,,,以地當磺溪入海之口，且為港灣，故名。乃昔日磺港庄及社寮庄地區。因為港口的淤積，目前僅容舢舨進出。,,,314873.2264,2791034.754
社寮,Sheliao,Sheliao,,新北市,金山區,磺港里,社寮則以昔日為平埔族聚居得名。,n,,聚落,,,,社寮則以昔日為平埔族聚居得名。嗣道光15年（1835），有粵省客家系人，移民至此，平埔族始盡遷徙。昔平埔族金包里社之舊社之一。,,洪敏麟，1984,314151.2102,2791353.385
熱帶嶼,Redai Islet,Redai Islet,,新北市,三芝區,古庄里,,,,聚落,,,,於民國86年設立至今，為住宅區並設有俱樂部。,,,299126.805,2794588.934
無水田,Wushuitian,Wushueitian,,新北市,五股區,五福里,五福里當地人稱過溪仔，有一片廣大水田近山坡地，因地勢高圳水灌溉比較難所以叫做無水田。,1998,迄今,聚落,,,,無水田為前五股坑屬，光復後為五股村屬與舊五股坑，今五股里一水之隔即五股坑溪，因無水田近山坡地勢較高圳水無法上注，當地人稱之為「無水田」。<br>產業原為稻米為大宗，近因大廈林立，原居民以山坡地生產竹筍。<br>交通外圍有三重客運行駛台北，新莊，板橋。,,,,
柑仔坑(溪),Ganzaikeng (River ),Ganzaikeng (River ),,新北市,五股區,六福里,柑仔坑為五股坑對岸之小山丘，昔清代因多產柑桔而得名，今已多數種植竹筍。,1740,迄今,聚落,,,,昔清代林作哲進士開墾十八份泰山水礁五股成子寮即稱柑仔坑，據耆老言，因山坡地種植大量柑桔而得名，光復後柑桔減產以竹筍為大量生產，稻米次之。,,,,
大片頭,Dapiantou,Dapiantou,,新北市,三芝區,後厝里,地處臨海，平地廣闊稱之。,n,迄今,聚落,,,,乾隆中葉，同安籍吳、陳二姓人士所開拓。,舊時因一大片稱大片頭埔。,,296835.308,2792807.278
岩腳,Yanjiao,Yanjiao,,新北市,五股區,成功里,西雲寺建於175年乾隆十七年山下小徑，則稱岩腳。,,迄今,聚落,,,,乾隆十七年西元一七五二年二甲進士林作哲御史獻地建西雲岩即今西雲寺山下居民，則稱岩腳，迄民國73年改西雲路迄今。,,,,
州子,Zhouzi,Jhouzih,,新北市,五股區,成功里,因御史坑溪注入塭子川之河面沖積洲狀地，因而名曰州子。,1870,迄今,聚落,,,,清乾隆四年進士林作哲墾成子寮時以御史坑溪注入塭仔圳之河由沖積洲狀地時當地人以洲子稱之，山坡地多種竹筍，而水田平地則多稻米，客運有三重.指南公車直通淡水，八圣，台北，新莊.板橋等地交通方便。,,,,
大湖,Dahu,Dahu,,新北市,三芝區,福德里,湖指山間盆地。,,,聚落,,,,乾隆末年，同安人陳姓所闢，地處低下，雨季蓄積雨水似湖，然雨季過後，則患乾旱，曾一度停墾，道光年間，改植茶樹，乃復有人居住。,大湖地區範圍從福德村懷恩墓園對面，至錫板、後厝地區，範圍頗廣。,,300174.698,2791194.811
柑仔坑,Ganzaikeng,Ganzaikeng,,新北市,五股區,六福里,,,,聚落,,,,位於民義路一段俊成巷內，早期整個山谷皆種「柑桔」故稱「柑仔坑」。,民義路右邊今名俊成巷，清初以後為漢人所居，山中產物唯以柑桔最為便捷大量生產，農民不識之無就地取材以物產為名，今沿襲之「柑仔坑」足見當年盛產之貌。,,,
州子段,Zhouziduan,Jhouzihduan,,新北市,五股區,成功里,御史坑溪水注入塭子川之河面而得名。,,迄今,聚落,,,,因日治時於1896年則明治28年全省地籍登記自五股崩埤橋迄成州國小前五股河茸稱州子泙又地籍上則州子泙段全為水田，大量出產米糧，為五股有名的平原地，交通有三重.指南客運可通台北，淡水，八里與板橋等地。,,,,
土地公埔,Tudigongpu,Tudigongpu,,新北市,三芝區,福德里,,,,聚落,,,,乾隆末年，同安人陳姓所闢，建福德正神廟於此。,福德里昔日為埔尾、濱海(一部分)兩里合併而成，因埔尾台語音義不佳，昔日居民稱土地公埔取代之。,,301794.0974,2791338.738
大水窟,Dashuiku,Dashueiku,大水堀,新北市,三芝區,福德里,,,,聚落,,,,位海尾溪上游，地有天然泉水，水量較豐沛，山谷間多水田，故名。,戶政地址名為大水堀。,,,
鱉龜灣,Biegui Bay,Bieguei Bay,,新北市,五股區,成功里,有鱉龜聚集,清末,1960,聚落,,,,鱉龜灣位於塭仔圳成功區內，由於塭仔圳河道有處灣曲小河道，該處有鱉龜聚集時人稱之鱉龜灣,,,,
兔仔穴,Tuzaixue,Tuzaisyue,,新北市,五股區,成功里,山上有兔子聚集故稱,,迄今,聚落,,,,在今成泰路三段即陳國標宅後，昔因兔子出沒並有穴洞，當地人以兔仔穴稱之，山上樹木成林又有竹林盛產竹筍今如是。,,,,
拾翠山莊,Shicui Villa,Shihcuei Villa,,新北市,三芝區,福德里,,,,聚落,,,,位於福德里埔尾，埔頭里往北新莊101公路旁，是台灣首件自力造家個案，有同好多人，共同於81年購地，83年動之，86年完成自己心目中的家園，佔地1萬1仟多坪，亦為台灣第一起光纖網路，暨無障礙設施社區。,,,300522.5823,2792754.771
埔尾,Puwei,Puwei,,新北市,三芝區,福德里,,,,聚落,,,,埔尾位在大屯火山匯延伸之斜面，八連溪南邊溪谷，與北方約1.5公里的埔頭對稱，墾殖之初期，此地為未墾荒埔之末端，故名之。,,,300931.995,2793030.399
扮戲埔,Banxipu,Bansipu,,新北市,三芝區,福德里,,,,聚落,,,,昔日村民演戲，酬神娛民之地，農業社會，較無娛樂，常民分別由淡水、三芝土地公埔、橫山、石門等地，輪流做頭家迎神拜拜，演戲酬神，借以為農閒娛樂。,現址只有台電高壓電塔乙座。,,,
後店,Houdian,Houdian,,新北市,三芝區,福德里,,,,聚落,,,,位福德土地公埔，供奉土地公，前有廣場，為居民活動之場地，昔日此地只有一家商店(位劉運興先生宅)，坑內居民(圓山村村民)(木馬埕等內山地區)，欲購物須至此地採買，稱之為後店。,現為福德村廟會，活動之場地。,,302066.9593,2790653.339
馬厝,Macuo,Macuo,,新北市,三芝區,福德里,,,,聚落,,,,位福德村八鄰，因附近皆為馬姓居民，故名之。,,,,
會田,Huitian,Hueitian,,新北市,五股區,陸一里,,1836,1963,聚落,,,,會田昔為五股坑溪邊，今陸光一村內因係宗族形態耕故稱，自民國52年(1963年)陸軍總部建第一個眷村故名有，有3000人800戶眷屬入住。<br>原農田以米為主產，今已成陳跡。<br>交通有陸光站三重客運營運可通行台北，新莊，泰山等地尚稱便利。,,,,
